TITLE;
DATA TYPE;
ORIGIN;JASCO
OWNER;
DATE;20/09/15
TIME;14:29:11
SPECTROMETER/DATA SYSTEM;
LOCALE;1031
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;CD [mdeg]
Y2UNITS;HT [V]
Y3UNITS;ABSORBANCE
FIRSTX;  330,0000
LASTX;  200,0000
NPOINTS;     131
FIRSTY;     0,04871
MAXY;    10,08431
MINY;    -5,33680
XYDATA
330,0000;0,0487132;197,126;0,000500044
329,0000;0,0394119;197,25;0,000486916
328,0000;0,0272725;197,378;0,000549257
327,0000;-0,00630391;197,496;0,000629607
326,0000;-0,0123993;197,593;0,000679809
325,0000;-0,025469;197,655;0,000694454
324,0000;0,0272563;197,685;0,000699006
323,0000;0,0352392;197,713;0,000677104
322,0000;0,0987971;197,801;0,000749802
321,0000;0,126407;197,964;0,000877254
320,0000;0,133528;198,174;0,000923366
319,0000;0,113952;198,374;0,000992897
318,0000;0,0848002;198,546;0,0010617
317,0000;0,0443731;198,687;0,0011813
316,0000;0,0164307;198,806;0,001235
315,0000;-0,0114975;198,906;0,00127491
314,0000;0,0221283;198,988;0,00134484
313,0000;0,0458552;199,086;0,00145052
312,0000;0,0623591;199,237;0,00149268
311,0000;0,0664302;199,458;0,00154222
310,0000;0,0904073;199,73;0,00167825
309,0000;0,129826;200,01;0,00192603
308,0000;0,128335;200,282;0,00232065
307,0000;0,133506;200,546;0,00281562
306,0000;0,0890574;200,82;0,00333967
305,0000;0,143193;201,114;0,00398557
304,0000;0,137704;201,425;0,00470147
303,0000;0,146707;201,771;0,00584715
302,0000;0,158918;202,143;0,00725703
301,0000;0,17243;202,55;0,00909103
300,0000;0,217495;203,003;0,0113613
299,0000;0,276146;203,51;0,0142188
298,0000;0,370919;204,069;0,0176744
297,0000;0,450197;204,698;0,0218513
296,0000;0,548295;205,382;0,026773
295,0000;0,623701;206,138;0,0324521
294,0000;0,776045;206,934;0,0390723
293,0000;0,94944;207,753;0,0465268
292,0000;1,15325;208,604;0,054745
291,0000;1,43514;209,54;0,0634948
290,0000;1,66351;210,636;0,0728256
289,0000;1,93707;211,886;0,0827051
288,0000;2,1381;213,216;0,0932458
287,0000;2,38978;214,571;0,104525
286,0000;2,70064;215,932;0,116275
285,0000;2,98363;217,309;0,12837
284,0000;3,1906;218,699;0,140574
283,0000;3,39811;220,085;0,152832
282,0000;3,54208;221,449;0,164738
281,0000;3,71879;222,8;0,176494
280,0000;3,82956;224,136;0,187935
279,0000;3,8908;225,476;0,199139
278,0000;3,9239;226,829;0,210092
277,0000;3,92434;228,187;0,220905
276,0000;4,00845;229,558;0,231744
275,0000;3,98124;230,924;0,242446
274,0000;3,96254;232,284;0,253146
273,0000;3,97359;233,653;0,263787
272,0000;4,04629;235,028;0,274119
271,0000;3,9433;236,446;0,284144
270,0000;3,77095;237,896;0,293648
269,0000;3,51594;239,378;0,302724
268,0000;3,31304;240,891;0,311618
267,0000;3,101;242,417;0,320166
266,0000;2,89305;243,971;0,328501
265,0000;2,63924;245,544;0,336606
264,0000;2,38152;247,113;0,344124
263,0000;2,01618;248,655;0,351023
262,0000;1,64532;250,14;0,356945
261,0000;1,27891;251,571;0,361733
260,0000;0,804128;252,929;0,365448
259,0000;0,297266;254,196;0,367844
258,0000;-0,300537;255,347;0,368987
257,0000;-0,888852;256,374;0,368766
256,0000;-1,47364;257,295;0,367163
255,0000;-2,01686;258,108;0,364339
254,0000;-2,60442;258,821;0,360178
253,0000;-3,21697;259,441;0,354855
252,0000;-3,83792;259,97;0,348414
251,0000;-4,32434;260,411;0,340694
250,0000;-4,72348;260,775;0,33175
249,0000;-4,95897;261,074;0,321623
248,0000;-5,18452;261,335;0,310587
247,0000;-5,32867;261,584;0,298963
246,0000;-5,3368;261,846;0,287037
245,0000;-5,20342;262,129;0,274969
244,0000;-4,97833;262,459;0,262885
243,0000;-4,69367;262,862;0,251003
242,0000;-4,50096;263,359;0,239327
241,0000;-4,21207;263,978;0,228126
240,0000;-3,88113;264,734;0,217654
239,0000;-3,57456;265,642;0,207988
238,0000;-3,32001;266,713;0,199265
237,0000;-3,01723;267,947;0,19159
236,0000;-2,57247;269,332;0,184899
235,0000;-2,12707;270,868;0,179281
234,0000;-1,82812;272,561;0,175076
233,0000;-1,51948;274,416;0,172397
232,0000;-1,12524;276,43;0,17137
231,0000;-0,797085;278,598;0,170853
230,0000;-0,413631;280,94;0,168606
229,0000;-0,138343;283,481;0,16742
228,0000;0,280599;286,263;0,167658
227,0000;0,69633;289,303;0,169243
226,0000;0,96381;292,596;0,172095
225,0000;1,17239;296,167;0,179526
224,0000;1,35862;300,039;0,190619
223,0000;1,62009;304,238;0,203698
222,0000;1,81832;308,76;0,218662
221,0000;1,82298;313,631;0,235444
220,0000;1,75729;318,84;0,253916
219,0000;1,48666;324,374;0,273802
218,0000;1,23157;330,212;0,294929
217,0000;0,762353;336,353;0,317006
216,0000;0,432635;342,804;0,340121
215,0000;-0,274879;349,598;0,364079
214,0000;-0,91058;356,853;0,389006
213,0000;-1,44124;364,848;0,415115
212,0000;-1,90201;373,714;0,442443
211,0000;-2,33951;383,494;0,470905
210,0000;-2,59445;394,114;0,500467
209,0000;-2,26765;405,593;0,531251
208,0000;-1,3588;418,066;0,563268
207,0000;-0,619916;431,688;0,596528
206,0000;0,0790263;446,7;0,628456
205,0000;0,846986;463,374;0,662801
204,0000;1,90766;482,144;0,704038
203,0000;3,56145;503,605;0,75439
202,0000;5,30775;528,506;0,81637
201,0000;7,43195;557,779;0,893229
200,0000;10,0843;592,637;0,988823

##### Extended Information
[Comments]
Sample name
Comment
User
Division
Company;FZ rossendorf Biophysik

[Detailed Information]
Creation date;15.09.2020 14:29

Data array type;Linear data array * 3
Horizontal axis;Wavelength [nm]
Vertical axis(1);CD [mdeg]
Vertical axis(2);HT [V]
Vertical axis(3);Abs
Start;330 nm
End;200 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Instrument Name;Biophysik
Model Name;J-815
Serial No.;A022661168

Accessory;CDF-426S
Accessory S/N;A003561183
  Control Sonsor;Holder
  Monitor Sensor;Holder
  Start Mode;Keep target temperature +/-0.30 deg C while 5 seconds
  Cell Length;1 mm

Measurement date;15.09.2020 12:19

Photometric Mode;CD, HT, Abs
Measure Range;330 - 200 nm
Data pitch;1 nm
Sensitivity;Standard
D.I.T.;2 sec
Bandwidth;3.00 nm
Start Mode;Immediately
Scanning Speed;100 nm/min
Baseline Correction;Baseline
CD Detector;PMT
PMT Voltage;Auto
Accumulations;3

