TITLE;
DATA TYPE;
ORIGIN;JASCO
OWNER;
DATE;20/09/15
TIME;14:29:11
SPECTROMETER/DATA SYSTEM;
LOCALE;1031
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;CD [mdeg]
Y2UNITS;HT [V]
Y3UNITS;ABSORBANCE
FIRSTX;  330,0000
LASTX;  200,0000
NPOINTS;     131
FIRSTY;     0,04187
MAXY;     7,35072
MINY;    -4,50927
XYDATA
330,0000;0,0418691;197,187;0,0012955
329,0000;0,0438283;197,312;0,00129048
328,0000;0,0436768;197,431;0,00122893
327,0000;0,0111481;197,546;0,001279
326,0000;-0,0354034;197,641;0,00130638
325,0000;-0,0320246;197,705;0,00134543
324,0000;0,0396739;197,735;0,0013486
323,0000;0,0840825;197,763;0,00131812
322,0000;0,1049;197,845;0,00131905
321,0000;0,0863836;198,004;0,00139181
320,0000;0,0483363;198,21;0,00139801
319,0000;0,0577148;198,411;0,00146576
318,0000;0,0419174;198,584;0,00154717
317,0000;0,00831604;198,727;0,00169738
316,0000;-0,0204625;198,848;0,00178096
315,0000;-0,0316106;198,952;0,00186652
314,0000;-4,47591E-005;199,032;0,00192319
313,0000;0,0422602;199,131;0,00203751
312,0000;0,0560282;199,281;0,00206258
311,0000;0,0487661;199,507;0,00217783
310,0000;0,0528859;199,78;0,00233714
309,0000;0,0234385;200,063;0,0026251
308,0000;0,0382365;200,333;0,00299136
307,0000;0,0300949;200,594;0,00343684
306,0000;0,01872;200,866;0,00392838
305,0000;0,0701314;201,158;0,00455831
304,0000;0,0674215;201,476;0,00536386
303,0000;0,11343;201,825;0,00654912
302,0000;0,121852;202,202;0,00801719
301,0000;0,145202;202,609;0,00985113
300,0000;0,176983;203,066;0,0121807
299,0000;0,261321;203,576;0,0150807
298,0000;0,326452;204,144;0,018644
297,0000;0,38355;204,785;0,0229764
296,0000;0,469853;205,481;0,0280521
295,0000;0,572347;206,252;0,0339302
294,0000;0,764676;207,066;0,0407872
293,0000;0,975366;207,906;0,0485156
292,0000;1,18358;208,782;0,0570545
291,0000;1,41936;209,751;0,066241
290,0000;1,62046;210,889;0,0761156
289,0000;1,86085;212,187;0,0866129
288,0000;2,06313;213,577;0,0979252
287,0000;2,25789;214,986;0,1099
286,0000;2,48223;216,4;0,122335
285,0000;2,74517;217,827;0,135093
284,0000;2,96748;219,277;0,148076
283,0000;3,23217;220,737;0,16129
282,0000;3,41302;222,192;0,174375
281,0000;3,55351;223,636;0,187337
280,0000;3,66919;225,078;0,200142
279,0000;3,73593;226,529;0,212798
278,0000;3,81853;227,993;0,225189
277,0000;3,87201;229,469;0,237531
276,0000;3,92172;230,937;0,249637
275,0000;3,9802;232,396;0,261532
274,0000;3,94684;233,85;0,27346
273,0000;3,97143;235,299;0,285136
272,0000;3,92034;236,769;0,296692
271,0000;3,88977;238,265;0,307738
270,0000;3,77152;239,803;0,318373
269,0000;3,64673;241,371;0,328573
268,0000;3,47856;242,955;0,338389
267,0000;3,2402;244,546;0,347785
266,0000;2,97346;246,146;0,356702
265,0000;2,68883;247,748;0,365187
264,0000;2,35775;249,33;0,372889
263,0000;2,01802;250,885;0,379944
262,0000;1,66936;252,385;0,386052
261,0000;1,26991;253,829;0,391031
260,0000;0,816269;255,194;0,394831
259,0000;0,360178;256,463;0,397244
258,0000;-0,0674759;257,614;0,398389
257,0000;-0,635977;258,628;0,397996
256,0000;-1,20788;259,517;0,395983
255,0000;-1,83083;260,286;0,392586
254,0000;-2,32824;260,95;0,387798
253,0000;-2,79888;261,527;0,381919
252,0000;-3,2607;262,018;0,374984
251,0000;-3,63346;262,42;0,366746
250,0000;-3,97348;262,739;0,357227
249,0000;-4,21928;262,999;0,346588
248,0000;-4,43465;263,216;0,334993
247,0000;-4,50403;263,424;0,322827
246,0000;-4,50927;263,629;0,310168
245,0000;-4,31509;263,857;0,297382
244,0000;-4,20198;264,126;0,284501
243,0000;-3,92346;264,472;0,271884
242,0000;-3,71856;264,912;0,259476
241,0000;-3,53121;265,489;0,247723
240,0000;-3,3058;266,196;0,236612
239,0000;-3,09505;267,056;0,226325
238,0000;-2,80701;268,067;0,216836
237,0000;-2,51725;269,238;0,208332
236,0000;-2,13565;270,569;0,200945
235,0000;-1,76871;272,054;0,194662
234,0000;-1,50376;273,696;0,189801
233,0000;-1,12494;275,503;0,186497
232,0000;-0,7785;277,481;0,185012
231,0000;-0,46676;279,611;0,182138
230,0000;-0,128673;281,92;0,179467
229,0000;0,0859192;284,447;0,17807
228,0000;0,424753;287,228;0,178227
227,0000;0,71652;290,272;0,17979
226,0000;1,03637;293,591;0,18284
225,0000;1,22193;297,201;0,190611
224,0000;1,45606;301,133;0,202244
223,0000;1,63204;305,424;0,216194
222,0000;1,77559;310,09;0,232518
221,0000;2,01622;315,168;0,251279
220,0000;2,07679;320,634;0,272171
219,0000;1,83723;326,488;0,295031
218,0000;1,49008;332,694;0,319498
217,0000;1,08137;339,23;0,345066
216,0000;0,70325;346,101;0,371756
215,0000;0,0720128;353,336;0,399324
214,0000;-0,381949;361,06;0,427927
213,0000;-1,03875;369,556;0,45776
212,0000;-1,33782;378,958;0,488799
211,0000;-1,81414;389,323;0,521055
210,0000;-1,91337;400,588;0,554488
209,0000;-1,84818;412,775;0,589171
208,0000;-1,27386;426,046;0,625201
207,0000;-1,15874;440,612;0,661765
206,0000;-0,641586;456,704;0,697082
205,0000;-0,0249196;474,657;0,738689
204,0000;1,52142;494,939;0,788172
203,0000;3,59003;518,232;0,848053
202,0000;5,54701;545,348;0,920831
201,0000;6,75985;577,355;1,01002
200,0000;7,35072;615,613;1,11343

##### Extended Information
[Comments]
Sample name
Comment
User
Division
Company;FZ rossendorf Biophysik

[Detailed Information]
Creation date;15.09.2020 14:29

Data array type;Linear data array * 3
Horizontal axis;Wavelength [nm]
Vertical axis(1);CD [mdeg]
Vertical axis(2);HT [V]
Vertical axis(3);Abs
Start;330 nm
End;200 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Instrument Name;Biophysik
Model Name;J-815
Serial No.;A022661168

Accessory;CDF-426S
Accessory S/N;A003561183
  Control Sonsor;Holder
  Monitor Sensor;Holder
  Start Mode;Keep target temperature +/-0.30 deg C while 5 seconds
  Cell Length;1 mm

Measurement date;15.09.2020 12:19

Photometric Mode;CD, HT, Abs
Measure Range;330 - 200 nm
Data pitch;1 nm
Sensitivity;Standard
D.I.T.;2 sec
Bandwidth;3.00 nm
Start Mode;Immediately
Scanning Speed;100 nm/min
Baseline Correction;Baseline
CD Detector;PMT
PMT Voltage;Auto
Accumulations;3

